primeira_compra;ultima_compra;qtd_compras;gmv_total_real;tickets_total;origem_primeira;destino_primeira;freq_media_dias;span_dias;freq_media_dias_aproximada;ticket_medio;seg_recorrencia;seg_velocidade;seg_combinada;status_ativo;cliente_id;momentum;tendencia;volatilidade;momentum_categoria;tendencia_categoria;indice_gini;mes_preferido;concentracao_mes;padrao_sazonal;destinos_recorrentes;total_viagens_recorrentes;media_viagens_por_destino;max_viagens_destino;padrao_recorrencia
10/10/2018;01/03/2019;3;541,56;4;OUTROS MUNICIPIOS;OUTROS MUNICIPIOS;71;142;71.0;135,39;Sazonal;Medio;Sazonal_Medio;Inativo;18980;142.0;-142.0;71.0;Acelerando;Melhorando;0.8611111111111112;3;0.6666666666666666;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
02/01/2021;17/07/2021;3;209,82;3;OUTROS MUNICIPIOS;GUANAMBI;98;196;98.0;69,94;Sazonal;Medio;Sazonal_Medio;Inativo;19009;56.0;-56.0;28.0;Acelerando;Melhorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
28/10/2021;24/02/2023;3;421,12;4;CURITIBA;OUTROS MUNICIPIOS;242;484;242.0;105,28;Sazonal;Lento;Sazonal_Lento;Ativo;19093;390.0;-390.0;195.0;Acelerando;Melhorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
15/09/2014;09/10/2014;3;277,72;4;SANTOS;SANTOS;12;24;12.0;69,43;Sazonal;Rapido;Sazonal_Rapido;Inativo;19179;20.0;-19.999.999.999.999.900;10.0;EstÃ¡vel;Melhorando;0.8611111111111112;10;0.6666666666666666;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
23/03/2018;18/12/2018;13;2459,4;20;RIO DE JANEIRO;SAO PAULO;22,5;270;22.5;122,97;Recorrente;Rapido;Recorrente_Rapido;Inativo;19186;44.0;-0.13986013986013954;2.586.664.518.899.450;Acelerando;EstÃ¡vel;0.608974358974359;4;0.23076923076923078;Altamente Sazonal;True;9;6.5;9;Altamente Recorrente
17/02/2024;09/03/2024;3;1081,29;3;SAO PAULO;OUTROS MUNICIPIOS;10,5;21;10.5;360,43;Sazonal;Rapido;Sazonal_Rapido;Ativo;19189;-11.0;10.999.999.999.999.900;5.5;EstÃ¡vel;Piorando;0.8611111111111112;2;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
25/05/2023;02/12/2023;5;415,14;6;BELO HORIZONTE;OUTROS MUNICIPIOS;47,75;191;47.75;69,19;Sazonal;Medio;Sazonal_Medio;Ativo;19225;-33.0;-6.900.000.000.000.000;1.697.608.612.136.490;Desacelerando;Melhorando;0.5833333333333335;5;0.2;Moderadamente Sazonal;True;5;5.0;5;Altamente Recorrente
23/01/2022;30/04/2023;4;252,7;5;OUTROS MUNICIPIOS;OUTROS MUNICIPIOS;154;462;154.0;50,54;Sazonal;Medio;Sazonal_Medio;Ativo;19281;-116.0;-10.149.999.999.999.900;13.183.575.640.419.600;Desacelerando;Melhorando;0.7916666666666667;12;0.5;Altamente Sazonal;True;3;2.0;3;Moderadamente Recorrente
28/12/2018;18/03/2022;5;302,82;7;CAMPO GRANDE;JUIZ DE FORA;294;1176;294.0;43,26;Sazonal;Lento;Sazonal_Lento;Inativo;19322;-1.0;-12.600.000.000.000.000;20.156.016.471.515.300;EstÃ¡vel;Melhorando;0.7166666666666668;12;0.4;Altamente Sazonal;True;3;16.666.666.666.666.600;3;Moderadamente Recorrente
16/12/2023;03/02/2024;3;556,14;3;RIO DE JANEIRO;MACEIO;24,5;49;24.5;185,38;Sazonal;Rapido;Sazonal_Rapido;Ativo;19329;-49.0;4.899.999.999.999.990;24.5;Desacelerando;Piorando;0.8611111111111112;12;0.6666666666666666;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
22/02/2021;02/03/2021;3;213,09;3;ARACAJU;SAO PAULO;4;8;4.0;71,03;Sazonal;Rapido;Sazonal_Rapido;Inativo;19366;6.0;-5.999.999.999.999.990;3.0;EstÃ¡vel;Melhorando;0.8611111111111112;3;0.6666666666666666;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
03/04/2023;23/05/2023;3;1067,1;3;PETROLINA;OUTROS MUNICIPIOS;25;50;25.0;355,7;Sazonal;Rapido;Sazonal_Rapido;Ativo;19377;-46.0;4.599.999.999.999.990;23.0;Desacelerando;Piorando;0.8611111111111112;4;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
19/08/2023;12/01/2024;5;429,05;5;SAO PAULO;OUTROS MUNICIPIOS;36,5;146;36.5;85,81;Sazonal;Rapido;Sazonal_Rapido;Ativo;19453;10.0;13.599.999.999.999.900;2.081.465.829.649.860;EstÃ¡vel;Piorando;0.7166666666666668;8;0.4;Altamente Sazonal;True;4;2.5;4;Moderadamente Recorrente
01/10/2022;24/08/2023;4;163,28;4;CURITIBA;MANAUS;109;327;109.0;40,82;Sazonal;Medio;Sazonal_Medio;Ativo;19465;-10.0;-15.350.000.000.000.000;14.713.485.877.475.300;EstÃ¡vel;Melhorando;0.875;8;0.75;Altamente Sazonal;True;2;2.0;2;Pouco Recorrente
03/12/2015;22/08/2016;3;723,2;4;VITORIA DA CONQUISTA;CARUARU;131,5;263;131.5;180,8;Sazonal;Medio;Sazonal_Medio;Inativo;19476;-117.0;11.699.999.999.999.900;58.5;Desacelerando;Piorando;0.75;2;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
04/01/2020;18/01/2020;3;330;3;OUTROS MUNICIPIOS;VOLTA REDONDA;7;14;7.0;110;Sazonal;Rapido;Sazonal_Rapido;Inativo;19482;-8.0;7.999.999.999.999.990;4.0;EstÃ¡vel;Piorando;0.9166666666666667;1;1.0;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
27/03/2023;07/09/2023;3;627,2;4;MACEIO;OUTROS MUNICIPIOS;82;164;82.0;156,8;Sazonal;Medio;Sazonal_Medio;Ativo;19529;-130.0;12.999.999.999.999.900;65.0;Desacelerando;Piorando;0.75;3;0.3333333333333333;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
06/08/2018;28/08/2019;3;132,12;3;CURITIBA;JUIZ DE FORA;193,5;387;193.5;44,04;Sazonal;Lento;Sazonal_Lento;Inativo;19534;383.0;-383.0;191.5;Acelerando;Melhorando;0.9166666666666667;8;1.0;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
02/12/2021;21/12/2021;3;753,75;3;CURITIBA;FEIRA DE SANTANA;9,5;19;9.5;251,25;Sazonal;Rapido;Sazonal_Rapido;Inativo;19573;-19.0;18.999.999.999.999.900;9.5;EstÃ¡vel;Piorando;0.9166666666666667;12;1.0;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
17/08/2023;26/12/2023;3;154,59;3;BELO HORIZONTE;OUTROS MUNICIPIOS;65,5;131;65.5;51,53;Sazonal;Medio;Sazonal_Medio;Ativo;19587;119.0;-11.899.999.999.999.900;59.5;Acelerando;Melhorando;0.8611111111111112;12;0.6666666666666666;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
23/12/2021;11/06/2023;3;718,4;5;BELO HORIZONTE;SAO PAULO;267,5;535;267.5;143,68;Sazonal;Lento;Sazonal_Lento;Ativo;19607;525.0;-525.0;262.5;Acelerando;Melhorando;0.8611111111111112;6;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
18/07/2019;13/09/2019;3;797,01;3;JOAO PESSOA;SAO JOSE DOS CAMPOS;28,5;57;28.5;265,67;Sazonal;Rapido;Sazonal_Rapido;Inativo;19736;-31.0;3.099.999.999.999.990;15.5;Desacelerando;Piorando;0.8611111111111112;7;0.6666666666666666;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
13/07/2020;02/04/2021;3;523,04;4;OUTROS MUNICIPIOS;BELO HORIZONTE;131,5;263;131.5;130,76;Sazonal;Medio;Sazonal_Medio;Inativo;19764;-229.0;22.899.999.999.999.900;114.5;Desacelerando;Piorando;0.8611111111111112;7;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
23/08/2023;13/02/2024;4;411,5;5;CAMPOS DOS GOYTACAZES;FLORIANOPOLIS;58;174;58.0;82,3;Sazonal;Medio;Sazonal_Medio;Ativo;19792;157.0;-3.999.999.999.999.990;7.219.879.962.067.690;Acelerando;EstÃ¡vel;0.7916666666666667;2;0.5;Altamente Sazonal;True;2;13.333.333.333.333.300;2;Pouco Recorrente
28/02/2022;22/06/2022;4;248,64;4;OUTROS MUNICIPIOS;BRASILIA;38;114;38.0;62,16;Sazonal;Rapido;Sazonal_Rapido;Ativo;19798;-7.0;-45.499.999.999.999.900;4.463.929.509.598.760;EstÃ¡vel;Melhorando;0.875;6;0.75;Altamente Sazonal;True;3;2.0;3;Moderadamente Recorrente
22/03/2021;13/09/2022;3;467,04;3;NATAL;GOIANIA;270;540;270.0;155,68;Sazonal;Lento;Sazonal_Lento;Ativo;19822;-540.0;5.399.999.999.999.990;270.0;Desacelerando;Piorando;0.8611111111111112;3;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
28/10/2022;04/05/2023;5;150;5;OUTROS MUNICIPIOS;SIMOES FILHO;47;188;47.0;30;Sazonal;Medio;Sazonal_Medio;Ativo;19863;9.0;-1.860.000.000.000.000;6.596.590.028.188.800;EstÃ¡vel;Melhorando;0.7166666666666668;5;0.4;Altamente Sazonal;True;3;2.5;3;Moderadamente Recorrente
11/10/2022;04/08/2023;5;657,78;6;BELO HORIZONTE;MANAUS;74,25;297;74.25;109,63;Sazonal;Medio;Sazonal_Medio;Ativo;19882;235.0;17.3;9.619.868.762.098.570;Acelerando;Piorando;0.7833333333333334;8;0.4;Altamente Sazonal;True;2;16.666.666.666.666.600;2;Pouco Recorrente
07/10/2021;12/02/2023;6;783,79;7;BRASILIA;MONTES CLAROS;98,6;493;98.6;111,97;Recorrente;Medio;Recorrente_Medio;Ativo;19918;-14.0;5.240.000.000.000.000;8.342.565.552.634.270;EstÃ¡vel;Piorando;0.6388888888888891;11;0.3333333333333333;Altamente Sazonal;True;5;3.0;5;Altamente Recorrente
16/09/2019;13/11/2019;6;914,08;8;OUTROS MUNICIPIOS;BELO HORIZONTE;11,6;58;11.6;114,26;Recorrente;Rapido;Recorrente_Rapido;Inativo;19940;-5.0;-8.000.000.000.000.000;1.589.465.318.904.440;EstÃ¡vel;Melhorando;0.8333333333333335;11;0.6666666666666666;Altamente Sazonal;True;2;1.2;2;Pouco Recorrente
07/01/2022;17/11/2023;3;999,9;6;CAXIAS DO SUL;OUTROS MUNICIPIOS;339,5;679;339.5;166,65;Sazonal;Lento;Sazonal_Lento;Ativo;19976;643.0;-643.0;321.5;Acelerando;Melhorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
17/03/2021;20/04/2023;6;328,23;7;BLUMENAU;SAO PAULO;152,8;764;152.8;46,89;Recorrente;Medio;Recorrente_Medio;Ativo;20008;-367.0;23.3;12.764.231.273.366.900;Desacelerando;Piorando;0.75;4;0.5;Altamente Sazonal;True;5;3.0;5;Altamente Recorrente
10/08/2021;13/04/2022;3;864,24;6;LONDRINA;OUTROS MUNICIPIOS;123;246;123.0;144,04;Sazonal;Medio;Sazonal_Medio;Ativo;20024;-216.0;21.599.999.999.999.900;108.0;Desacelerando;Piorando;0.8611111111111112;8;0.6666666666666666;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
29/12/2015;26/04/2016;3;361,44;3;SAO PAULO;BELEM;59,5;119;59.5;120,48;Sazonal;Medio;Sazonal_Medio;Inativo;20036;101.0;-10.100.000.000.000.000;50.5;Acelerando;Melhorando;0.8611111111111112;4;0.6666666666666666;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
01/10/2014;24/10/2014;3;514,68;4;SANTOS;SANTOS;11,5;23;11.5;128,67;Sazonal;Rapido;Sazonal_Rapido;Inativo;20050;-23.0;22.999.999.999.999.900;11.5;EstÃ¡vel;Piorando;0.9166666666666667;10;1.0;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
16/12/2020;09/12/2021;3;495,69;3;PETROPOLIS;RIO DE JANEIRO;179;358;179.0;165,23;Sazonal;Medio;Sazonal_Medio;Inativo;20122;128.0;-128.0;64.0;Acelerando;Melhorando;0.8611111111111112;12;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
27/01/2023;03/09/2023;4;191,68;4;MARILIA;OUTROS MUNICIPIOS;73;219;73.0;47,92;Sazonal;Medio;Sazonal_Medio;Ativo;20123;187.0;-14.5;8.217.461.083.976.400;Acelerando;Melhorando;0.7916666666666667;9;0.5;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
04/10/2022;03/10/2023;3;246,57;3;OUTROS MUNICIPIOS;SAO PAULO;182;364;182.0;82,19;Sazonal;Lento;Sazonal_Lento;Ativo;20133;-360.0;3.599.999.999.999.990;180.0;Desacelerando;Piorando;0.9166666666666667;10;1.0;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
26/09/2022;27/02/2023;3;1616,48;4;SAO PAULO;OUTROS MUNICIPIOS;77;154;77.0;404,12;Sazonal;Medio;Sazonal_Medio;Ativo;20180;-152.0;15.199.999.999.999.900;76.0;Desacelerando;Piorando;0.8611111111111112;9;0.6666666666666666;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
09/07/2020;22/03/2024;6;808,38;6;SALVADOR;SAO JOSE DOS CAMPOS;270,4;1352;270.4;134,73;Recorrente;Lento;Recorrente_Lento;Ativo;20207;111.0;-1.708.000.000.000.000;2.907.133.295.877.570;Acelerando;Melhorando;0.7222222222222223;3;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
27/04/2017;08/12/2019;5;576,5;10;OUTROS MUNICIPIOS;OUTROS MUNICIPIOS;238,75;955;238.75;57,65;Sazonal;Lento;Sazonal_Lento;Inativo;20211;-614.0;19.930.000.000.000.000;27.124.009.198.494.200;Desacelerando;Piorando;0.7166666666666668;4;0.4;Altamente Sazonal;True;4;2.5;4;Moderadamente Recorrente
26/08/2019;08/03/2023;4;340,04;4;OUTROS MUNICIPIOS;BRASILIA;430;1290;430.0;85,01;Sazonal;Lento;Sazonal_Lento;Ativo;20241;-1220.0;5.750.000.000.000.000;5.593.448.548.674.300;Desacelerando;Piorando;0.7916666666666667;11;0.5;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
07/07/2023;07/08/2023;3;514,2;3;FRANCA;FLORIANOPOLIS;15,5;31;15.5;171,4;Sazonal;Rapido;Sazonal_Rapido;Ativo;20242;27.0;-27.000.000.000.000.000;13.5;EstÃ¡vel;Melhorando;0.8611111111111112;8;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
15/02/2020;31/12/2021;3;160,02;3;BRASILIA;TAUBATE;342,5;685;342.5;53,34;Sazonal;Lento;Sazonal_Lento;Inativo;20294;-685.0;6.849.999.999.999.990;342.5;Desacelerando;Piorando;0.8611111111111112;2;0.6666666666666666;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
08/11/2019;08/03/2020;5;734,88;8;PORTO ALEGRE;FOZ DO IGUACU;30,25;121;30.25;91,86;Sazonal;Rapido;Sazonal_Rapido;Inativo;20302;-10.0;0.8999999999999939;2.467.159.297.653.880;EstÃ¡vel;EstÃ¡vel;0.7166666666666668;11;0.4;Altamente Sazonal;True;2;1.25;2;Pouco Recorrente
29/11/2019;22/12/2023;6;679,14;7;OUTROS MUNICIPIOS;FORTALEZA;296,8;1484;296.8;97,02;Recorrente;Lento;Recorrente_Lento;Ativo;20310;-19.0;-23.930.000.000.000.000;40.978.696.904.611.300;EstÃ¡vel;Melhorando;0.8055555555555556;11;0.5;Altamente Sazonal;True;5;3.0;5;Altamente Recorrente
21/07/2019;26/01/2020;10;490,4;10;BARREIRAS;SAO PAULO;21;189;21.0;49,04;Recorrente;Rapido;Recorrente_Rapido;Inativo;20458;3.0;-4.149.999.999.999.990;24.156.894.575.991.200;EstÃ¡vel;EstÃ¡vel;0.7166666666666668;1;0.3;Altamente Sazonal;True;5;33.333.333.333.333.300;5;Altamente Recorrente
09/09/2021;26/01/2023;3;229,56;3;OUTROS MUNICIPIOS;SAO PAULO;252;504;252.0;76,52;Sazonal;Lento;Sazonal_Lento;Ativo;20482;-504.0;5.039.999.999.999.990;252.0;Desacelerando;Piorando;0.8611111111111112;9;0.6666666666666666;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
30/09/2016;17/10/2017;3;1131;5;SAO PAULO;SALVADOR;191;382;191.0;226,2;Sazonal;Lento;Sazonal_Lento;Inativo;20503;360.0;-360.0;180.0;Acelerando;Melhorando;0.8611111111111112;10;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
25/12/2021;14/06/2022;4;390,28;4;SAO PAULO;OUTROS MUNICIPIOS;57;171;57.0;97,57;Sazonal;Medio;Sazonal_Medio;Ativo;20517;-144.0;5.850.000.000.000.000;6.249.799.996.799.890;Desacelerando;Piorando;0.7916666666666667;1;0.5;Altamente Sazonal;True;3;2.0;3;Moderadamente Recorrente
16/03/2019;27/06/2019;3;491,73;3;OUTROS MUNICIPIOS;SALVADOR;51,5;103;51.5;163,91;Sazonal;Medio;Sazonal_Medio;Inativo;20530;-77.0;7.699.999.999.999.990;38.5;Desacelerando;Piorando;0.8611111111111112;3;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
05/01/2023;19/12/2023;3;242,64;6;CAMPO GRANDE;OUTROS MUNICIPIOS;174;348;174.0;40,44;Sazonal;Medio;Sazonal_Medio;Ativo;20580;-330.0;32.999.999.999.999.900;165.0;Desacelerando;Piorando;0.8611111111111112;1;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
15/10/2021;07/10/2023;3;261,48;4;SAO PAULO;BELO HORIZONTE;361;722;361.0;65,37;Sazonal;Lento;Sazonal_Lento;Ativo;20586;-572.0;5.719.999.999.999.990;286.0;Desacelerando;Piorando;0.8611111111111112;10;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
16/07/2019;16/12/2020;3;215,88;3;CAMPINAS;RECIFE;259,5;519;259.5;71,96;Sazonal;Lento;Sazonal_Lento;Inativo;20602;-131.0;13.099.999.999.999.900;65.5;Desacelerando;Piorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
07/07/2022;07/02/2023;3;488,52;3;ANGRA DOS REIS;OUTROS MUNICIPIOS;107,5;215;107.5;162,84;Sazonal;Medio;Sazonal_Medio;Ativo;20678;11.0;-11.000.000.000.000.000;5.5;EstÃ¡vel;Melhorando;0.75;2;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
12/01/2018;09/06/2018;3;517,02;3;LONDRINA;CURITIBA;74;148;74.0;172,34;Sazonal;Medio;Sazonal_Medio;Inativo;20749;-30.0;2.999.999.999.999.990;15.0;EstÃ¡vel;Piorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
28/05/2021;10/04/2022;6;596,61;7;LAURO DE FREITAS;SAO PAULO;63,4;317;63.4;85,23;Recorrente;Medio;Recorrente_Medio;Ativo;20798;21.0;-1.320.000.000.000.000;5.068.964.391.273.620;EstÃ¡vel;Melhorando;0.5;2;0.16666666666666666;Moderadamente Sazonal;True;3;2.0;3;Moderadamente Recorrente
01/09/2020;23/12/2023;6;1027,02;6;FLORIANOPOLIS;MANAUS;241,6;1208;241.6;171,17;Recorrente;Lento;Recorrente_Lento;Ativo;20838;-347.0;-3.140.000.000.000.000;2.359.038.787.302.990;Desacelerando;Melhorando;0.75;12;0.5;Altamente Sazonal;True;2;1.2;2;Pouco Recorrente
10/03/2023;18/03/2024;3;334,4;4;OUTROS MUNICIPIOS;SALVADOR;187;374;187.0;83,6;Sazonal;Lento;Sazonal_Lento;Ativo;20843;192.0;-192.0;96.0;Acelerando;Melhorando;0.8611111111111112;3;0.6666666666666666;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
06/08/2021;30/08/2023;3;294,88;4;RIO DE JANEIRO;OUTROS MUNICIPIOS;377;754;377.0;73,72;Sazonal;Lento;Sazonal_Lento;Ativo;20906;166.0;-16.600.000.000.000.000;83.0;Acelerando;Melhorando;0.8611111111111112;8;0.6666666666666666;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
14/11/2020;08/02/2021;3;526,56;4;BELO HORIZONTE;SALVADOR;43;86;43.0;131,64;Sazonal;Medio;Sazonal_Medio;Inativo;20941;62.0;-62.0;31.0;Acelerando;Melhorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
05/04/2022;19/04/2023;3;181,2;3;MANAUS;CURITIBA;189,5;379;189.5;60,4;Sazonal;Lento;Sazonal_Lento;Ativo;21035;-371.0;3.709.999.999.999.990;185.5;Desacelerando;Piorando;0.9166666666666667;4;1.0;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
19/09/2014;06/10/2014;3;404,76;3;SANTOS;SANTOS;8,5;17;8.5;134,92;Sazonal;Rapido;Sazonal_Rapido;Inativo;21066;17.0;-17.0;8.5;EstÃ¡vel;Melhorando;0.8611111111111112;10;0.6666666666666666;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
24/05/2018;20/08/2018;3;463,38;3;PRAIA GRANDE;GOIANIA;44;88;44.0;154,46;Sazonal;Medio;Sazonal_Medio;Inativo;21085;-86.0;8.599.999.999.999.990;43.0;Desacelerando;Piorando;0.8611111111111112;5;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
20/03/2020;09/09/2021;3;297,39;3;VOLTA REDONDA;OUTROS MUNICIPIOS;269;538;269.0;99,13;Sazonal;Lento;Sazonal_Lento;Inativo;21114;-62.0;6.199.999.999.999.990;31.0;Desacelerando;Piorando;0.75;3;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
12/09/2020;02/07/2022;3;548,86;13;PORTO ALEGRE;UBERLANDIA;329;658;329.0;42,22;Sazonal;Lento;Sazonal_Lento;Ativo;21121;-630.0;6.299.999.999.999.990;315.0;Desacelerando;Piorando;0.8611111111111112;9;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
30/12/2018;19/12/2020;5;695,3;5;RIO DE JANEIRO;SAO PAULO;180;720;180.0;139,06;Sazonal;Medio;Sazonal_Medio;Inativo;21184;-132.0;3.799.999.999.999.990;14.734.313.692.873.500;Desacelerando;Piorando;0.7833333333333334;1;0.4;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
31/07/2020;11/08/2020;3;424,8;3;MONTES CLAROS;POUSO ALEGRE;5,5;11;5.5;141,6;Sazonal;Rapido;Sazonal_Rapido;Inativo;21238;-3.0;2.999.999.999.999.990;1.5;EstÃ¡vel;EstÃ¡vel;0.8611111111111112;8;0.6666666666666666;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
31/08/2014;23/03/2016;5;659,88;6;SANTOS;SANTOS;142,5;570;142.5;109,98;Sazonal;Medio;Sazonal_Medio;Inativo;21320;277.0;53.0;1.367.488.573.992.480;Acelerando;Piorando;0.7833333333333334;8;0.4;Altamente Sazonal;True;3;2.5;3;Moderadamente Recorrente
30/12/2015;30/06/2018;3;85,08;3;RIO DE JANEIRO;OUTROS MUNICIPIOS;456,5;913;456.5;28,36;Sazonal;Lento;Sazonal_Lento;Inativo;21325;911.0;-9.109.999.999.999.990;455.5;Acelerando;Melhorando;0.8611111111111112;6;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
29/05/2015;09/01/2020;5;728,01;9;RIO DE JANEIRO;OUTROS MUNICIPIOS;421,5;1686;421.5;80,89;Sazonal;Lento;Sazonal_Lento;Inativo;21351;839.0;31.399.999.999.999.900;3.348.570.590.565.470;Acelerando;Piorando;0.5833333333333335;1;0.2;Moderadamente Sazonal;True;2;16.666.666.666.666.600;2;Pouco Recorrente
09/02/2022;06/04/2022;5;1206,08;8;OUTROS MUNICIPIOS;MONTES CLAROS;14;56;14.0;150,76;Sazonal;Rapido;Sazonal_Rapido;Ativo;21365;1.0;-3.800.000.000.000.000;196.596.032.513.375;EstÃ¡vel;EstÃ¡vel;0.7833333333333334;2;0.4;Altamente Sazonal;True;4;2.5;4;Moderadamente Recorrente
04/08/2022;17/08/2022;3;850,24;4;MARINGA;RIO DE JANEIRO;6,5;13;6.5;212,56;Sazonal;Rapido;Sazonal_Rapido;Ativo;21571;1.0;-10.000.000.000.000.000;0.5;EstÃ¡vel;EstÃ¡vel;0.9166666666666667;8;1.0;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
08/08/2020;07/10/2020;4;411,8;4;OUTROS MUNICIPIOS;BELO HORIZONTE;20;60;20.0;102,95;Sazonal;Rapido;Sazonal_Rapido;Inativo;21580;-18.0;-4.499.999.999.999.990;11.224.972.160.321.800;EstÃ¡vel;EstÃ¡vel;0.7916666666666667;9;0.5;Altamente Sazonal;True;3;2.0;3;Moderadamente Recorrente
02/10/2020;17/12/2021;4;861,72;6;OUTROS MUNICIPIOS;SALVADOR;147;441;147.0;143,62;Sazonal;Medio;Sazonal_Medio;Inativo;21624;-280.0;17.950.000.000.000.000;15.402.813.595.790.400;Desacelerando;Piorando;0.8333333333333335;10;0.5;Altamente Sazonal;True;2;13.333.333.333.333.300;2;Pouco Recorrente
12/05/2022;04/07/2022;3;830,13;3;FORTALEZA;SALVADOR;26,5;53;26.5;276,71;Sazonal;Rapido;Sazonal_Rapido;Ativo;21661;1.0;-1.000.000.000.000.000;0.5;EstÃ¡vel;EstÃ¡vel;0.75;5;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
06/10/2020;14/04/2022;3;125,2;4;PETROLINA;FORTALEZA;277,5;555;277.5;31,3;Sazonal;Lento;Sazonal_Lento;Ativo;21750;-95.0;9.499.999.999.999.990;47.5;Desacelerando;Piorando;0.75;4;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
01/09/2021;25/09/2022;3;67,74;3;BRASILIA;OUTROS MUNICIPIOS;194,5;389;194.5;22,58;Sazonal;Lento;Sazonal_Lento;Ativo;21815;-251.0;25.099.999.999.999.900;125.5;Desacelerando;Piorando;0.8611111111111112;9;0.6666666666666666;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
24/02/2023;15/04/2023;3;177;3;OUTROS MUNICIPIOS;OUTROS MUNICIPIOS;25;50;25.0;59;Sazonal;Rapido;Sazonal_Rapido;Ativo;21826;-30.0;29.999.999.999.999.900;15.0;EstÃ¡vel;Piorando;0.75;2;0.3333333333333333;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
06/09/2021;28/07/2022;3;593,84;4;FLORIANOPOLIS;OUTROS MUNICIPIOS;162,5;325;162.5;148,46;Sazonal;Medio;Sazonal_Medio;Ativo;21869;-125.0;12.499.999.999.999.900;62.5;Desacelerando;Piorando;0.75;7;0.3333333333333333;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
01/08/2021;08/08/2023;3;118,05;3;CABO FRIO;SAO PAULO;368,5;737;368.5;39,35;Sazonal;Lento;Sazonal_Lento;Ativo;21907;667.0;-667.0;333.5;Acelerando;Melhorando;0.8611111111111112;8;0.6666666666666666;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
